City Name,State,Latitude,Longitude,Elevation (m),Annual Rainfall (mm),Earthquake Frequency,Erosion Index,Mining Activity,Landslide Probability,Flood Probability,Temperature (°C)
Delhi,Delhi,10.192569,71.223111,2846,2629.04,1,0.5,Yes,0.995,0.13,10.1
Bangalore,Karnataka,26.535288,94.367421,2598,3059.32,3,0.1,No,0.788,0.244,38.5
Hyderabad,Telangana,9.179731,68.490527,2096,3264.72,1,7.1,Yes,0.022,0.5,44.7
Ahmedabad,Gujarat,34.124961,96.772689,486,4125.25,3,6,No,0.145,0.942,33.9
Chennai,Tamil Nadu,34.516757,70.67892,666,1741.13,2,6.1,No,0.284,0.217,11.5
Kolkata,West Bengal,10.935404,68.323788,869,3188.22,5,6.4,No,0.534,0.215,15.4
Pune,Maharashtra,23.125885,91.834981,2565,4017.87,3,6,Yes,0.625,0.563,40.1
Jaipur,Rajasthan,13.465485,86.259603,2096,860.68,3,8.1,Yes,0.815,0.658,42.9
Surat,Gujarat,17.664113,72.200347,2290,1355.94,2,7.9,Yes,0.171,0.383,33
Lucknow,Uttar Pradesh,11.055784,70.403475,1261,4961.4,5,8.4,Yes,0.469,0.207,32.5
Kanpur,Uttar Pradesh,20.760393,80.465134,720,4890.5,5,5.1,Yes,0.775,0.555,43.6
Nagpur,Maharashtra,23.627826,94.715372,658,2032.99,2,7.9,No,0.638,0.035,33.1
Visakhapatnam,Andhra Pradesh,8.406747,77.222426,976,2423.31,4,8.1,Yes,0.56,0.04,35.6
Bhopal,Madhya Pradesh,25.460174,73.904136,117,2047.51,3,5.9,No,0.553,0.394,26.7
Patna,Bihar,20.325169,93.389197,1301,2068.44,5,4.1,No,0.27,0.675,34.2
Vadodara,Gujarat,35.564986,86.834523,959,3538.25,2,3.9,No,0.507,0.085,20.5
Ghaziabad,Uttar Pradesh,22.243303,79.461502,1895,1235.1,4,0.2,Yes,0.41,0.181,42.3
Ludhiana,Punjab,10.759299,69.4553,176,1678.35,4,0.2,Yes,0.323,0.925,11.8
Agra,Uttar Pradesh,27.757819,92.450407,47,3134.48,4,6.1,Yes,0.296,0.417,39.1
Nashik,Maharashtra,29.623404,74.580139,393,3746.55,1,0.8,No,0.137,0.602,27.9
Faridabad,Haryana,18.811718,77.42767,2163,3813.72,3,8,No,0.624,0.777,24.7
Meerut,Uttar Pradesh,29.853129,85.920675,2592,2278.65,4,6.6,Yes,0.684,0.473,20.5
Rajkot,Gujarat,21.338097,89.589535,368,3594.6,4,4.7,No,0.467,0.083,39.2
Kalyan,Maharashtra,20.133011,84.728198,1900,1274.63,5,7.3,Yes,0.584,0.761,17.7
Vasai-Virar,Maharashtra,18.075546,70.291916,1607,3967.53,1,9,No,0.942,0.211,38.8
Varanasi,Uttar Pradesh,10.977894,90.375928,138,4719.14,4,10,Yes,0.523,0.249,41.2
Srinagar,Jammu & Kashmir,26.187519,81.725991,2684,3676.41,1,3.5,Yes,0.364,0.919,30.8
Aurangabad,Maharashtra,36.930329,86.464092,607,1334.55,4,4.5,No,0.321,0.091,19.9
Dhanbad,Jharkhand,35.12757,79.448196,860,4907.91,2,0.8,Yes,0.123,0.895,13.5
Mumbai,Maharashtra,22.12161,70.888349,1153,2245.06,2,8.1,Yes,0.46,0.427,19.7
Delhi,Delhi,13.899812,94.834158,1480,643.11,1,1.6,Yes,0.819,0.933,17
Bangalore,Karnataka,31.712103,87.967814,2074,2664.14,4,8.6,Yes,0.237,0.869,33.7
Hyderabad,Telangana,12.397603,78.335911,2705,3308.77,2,2.4,Yes,0.033,0.269,27.3
Ahmedabad,Gujarat,8.215569,85.643844,368,2356.18,1,7.5,Yes,0.674,0.916,43.2
Chennai,Tamil Nadu,20.806481,94.427101,972,3974.38,3,1,Yes,0.066,0.086,12.1
Kolkata,West Bengal,31.273444,81.832497,1590,3112.9,3,4.8,No,0.805,0.576,33.2
Pune,Maharashtra,33.708897,68.497208,2253,4901.97,3,5.3,No,0.686,0.073,44.6
Jaipur,Rajasthan,21.353399,76.751773,2407,2082.81,3,8.4,No,0.146,0.937,19.5
Surat,Gujarat,25.271015,93.734794,2938,985.85,2,3.1,No,0.497,0.21,42.6
Lucknow,Uttar Pradesh,8.850518,84.602101,987,2802.71,1,3.4,Yes,0.829,0.511,16.5
Kanpur,Uttar Pradesh,22.006989,73.00385,537,4169.03,2,3.8,Yes,0.371,0.41,26
Nagpur,Maharashtra,22.723239,95.14459,1865,2191.65,5,9.7,No,0.556,0.818,13.2
Visakhapatnam,Andhra Pradesh,29.307105,92.173342,1560,2856.51,5,3.2,Yes,0.224,0.844,31.3
Bhopal,Madhya Pradesh,15.883784,87.574529,555,1116.05,1,3.1,Yes,0.854,0.526,32.5
Patna,Bihar,33.960568,73.523801,976,1525.57,5,6.9,Yes,0.941,0.92,31
Vadodara,Gujarat,32.441899,75.68482,863,3758.39,2,1.1,No,0.637,0.418,21.7
Ghaziabad,Uttar Pradesh,13.602218,94.080757,56,1117.31,3,3.8,Yes,0.513,0.587,10.1
Ludhiana,Punjab,17.590197,90.315406,1443,3061.93,5,4.3,No,0.219,0.368,45
Agra,Uttar Pradesh,28.812428,87.166914,920,2039.85,2,1,Yes,0.232,0.655,41.1
Nashik,Maharashtra,23.231716,81.805883,2019,3121.63,1,3.2,No,0.648,0.681,31.2
Faridabad,Haryana,29.488282,75.035021,441,2437.72,5,9,Yes,0.053,0.005,23.2
Meerut,Uttar Pradesh,28.278392,84.383137,1243,3853.88,3,4.9,No,0.542,0.2,11.9
Rajkot,Gujarat,27.543215,86.962397,529,3123.75,2,2.3,No,0.22,0.878,23.2
Kalyan,Maharashtra,17.377405,94.626835,1363,3709.67,5,8.8,Yes,0.74,0.279,32.7
Vasai-Virar,Maharashtra,20.011902,71.661622,906,4568.2,2,1.5,Yes,0.678,0.854,39.6
Varanasi,Uttar Pradesh,34.221114,88.00371,1157,4480.62,4,4.4,Yes,0.594,0.537,42.4
Srinagar,Jammu & Kashmir,22.025536,73.116567,1603,1523.41,5,0.8,No,0.868,0.601,14.6
Aurangabad,Maharashtra,34.259789,92.521181,1428,4310.8,3,3.4,Yes,0.69,0.681,41.6
Dhanbad,Jharkhand,19.556762,91.554206,510,3996.97,1,0.8,Yes,0.357,0.54,13.2
Mumbai,Maharashtra,22.261441,92.564111,928,1870.43,1,9.5,Yes,0.97,0.89,12.9
Delhi,Delhi,34.347263,68.046322,1281,4294.87,4,3.5,No,0.686,0.084,29.8
Bangalore,Karnataka,8.545008,77.294122,729,4715.34,3,9.8,Yes,0.927,0.445,39.9
Hyderabad,Telangana,11.734757,87.965459,1734,3279.89,1,2.7,Yes,0.596,0.361,11.2
Ahmedabad,Gujarat,8.282852,81.579879,884,1649,3,1.7,Yes,0.468,0.871,14.8
Chennai,Tamil Nadu,8.44358,68.331219,444,3230.89,2,8,No,0.972,0.663,32.7
Kolkata,West Bengal,12.748874,70.052171,267,3651.09,1,3.7,Yes,0.454,0.053,26.4
Pune,Maharashtra,31.549188,69.314282,2114,4633.04,1,8.7,No,0.303,0.287,21.4
Jaipur,Rajasthan,16.979225,78.210692,1587,1371.58,4,5.5,No,0.603,0.562,19.5
Surat,Gujarat,24.639481,73.919047,2910,2078.5,4,4,No,0.995,0.409,34.7
Lucknow,Uttar Pradesh,9.758394,90.867348,287,837.86,3,3.5,No,0.106,0.563,27.7
Kanpur,Uttar Pradesh,27.216,74.319677,336,1750.82,1,9.5,No,0.377,0.527,14
Nagpur,Maharashtra,24.503291,79.557079,2073,2240.42,3,7.8,Yes,0.482,0.605,16
Visakhapatnam,Andhra Pradesh,33.464361,83.144551,560,2793.46,4,7.9,Yes,0.057,0.664,17.1
Bhopal,Madhya Pradesh,36.205204,77.497785,2491,1862.26,1,2,No,0.901,0.656,42.1
Patna,Bihar,19.000617,68.346656,2831,1029.35,5,6.2,No,0.372,0.958,43.8
Vadodara,Gujarat,12.247082,72.699457,636,4951.54,3,1.2,Yes,0.657,0.693,44.9
Ghaziabad,Uttar Pradesh,31.133705,77.022976,1682,1210.03,4,9.4,No,0.029,0.234,39.7
Ludhiana,Punjab,25.636966,82.154497,576,2287.64,3,6.4,Yes,0.145,0.346,35.5
Agra,Uttar Pradesh,13.344732,81.980819,1425,4103.59,3,2.2,No,0.818,0.628,18.5
Nashik,Maharashtra,8.632644,73.75713,2740,744.08,2,6,No,0.824,0.181,22.4
Faridabad,Haryana,15.61842,75.541716,960,4854.85,5,9.6,Yes,0.029,0.872,24.2
Meerut,Uttar Pradesh,30.56244,88.558653,990,2626.36,2,2.8,Yes,0.308,0.29,34.2
Rajkot,Gujarat,8.031687,74.565604,1813,4169.77,1,1.1,Yes,0.178,0.863,14.6
Kalyan,Maharashtra,27.317536,71.936714,2793,2789,1,2,No,0.144,0.477,14.2
Vasai-Virar,Maharashtra,9.1948,86.161818,375,4824.6,4,1.8,No,0.312,0.538,10.4
Varanasi,Uttar Pradesh,8.031403,73.225398,1121,1366.87,4,1.9,No,0.78,0.54,11.3
Srinagar,Jammu & Kashmir,20.908349,93.537926,1570,4298.5,3,7.2,Yes,0.454,0.222,23.8
Aurangabad,Maharashtra,15.356306,82.141758,316,2578.76,4,9.8,Yes,0.484,0.735,17.2
Dhanbad,Jharkhand,34.625436,84.113592,179,4740.81,1,7.3,No,0.405,0.933,36.8
Mumbai,Maharashtra,31.614258,93.844,352,3409.41,2,10,No,0.734,0.18,12.1
Delhi,Delhi,13.123969,85.285998,1805,4924.69,5,5.5,No,0.082,0.67,43.1
Bangalore,Karnataka,12.715244,79.082233,1729,3817.45,4,5,No,0.23,0.968,19
Hyderabad,Telangana,36.609998,88.481337,56,578.16,3,6.4,No,0.265,0.996,37.9
Ahmedabad,Gujarat,36.323245,76.74447,502,4996.45,3,3.9,No,0.72,0.116,36.9
Chennai,Tamil Nadu,36.511023,90.772235,1728,1508.38,3,6.7,No,0.477,0.085,30.4
Kolkata,West Bengal,24.060528,80.514202,195,4331.63,3,3.1,No,0.063,0.301,32
Pune,Maharashtra,30.117308,85.047007,2069,1224.97,5,1.4,No,0.178,0.573,35.2
Jaipur,Rajasthan,36.9582,77.645328,1516,4147.54,2,0.9,Yes,0.277,0.356,13.3
Surat,Gujarat,33.655994,75.953738,2534,4180.24,2,2,Yes,0.53,0.305,31.3
Lucknow,Uttar Pradesh,34.065186,96.431971,2434,1560.24,5,8.4,Yes,0.477,0.886,27.4
Kanpur,Uttar Pradesh,20.834776,80.383509,2493,3443.19,3,6,Yes,0.523,0.786,19.8
Nagpur,Maharashtra,31.981122,80.468179,1281,719.77,3,3.6,No,0.951,0.468,36.7
Visakhapatnam,Andhra Pradesh,27.373792,80.515836,489,4360.67,2,6.3,No,0.849,0.821,17.8
Bhopal,Madhya Pradesh,32.354028,91.811222,88,3641.68,5,3.7,Yes,0.608,0.384,32.1
Patna,Bihar,20.108692,70.976683,1421,4710.56,5,0.4,Yes,0.023,0.944,15.1
Vadodara,Gujarat,34.565987,75.125857,1359,3597.78,1,5.4,Yes,0.461,0.912,14.6
Ghaziabad,Uttar Pradesh,19.11956,78.312965,2695,3211.7,4,2.2,Yes,0.422,0.682,44.1
Ludhiana,Punjab,25.914379,74.173496,945,2774.84,5,9,Yes,0.78,0.608,44
Agra,Uttar Pradesh,8.911995,92.971566,2604,4842.62,2,7.8,Yes,0.448,0.417,14.8
Nashik,Maharashtra,21.626814,85.54779,1659,2936.58,2,9.2,No,0.499,0.142,12.4
Faridabad,Haryana,13.801319,78.804179,1488,1514.4,5,2.3,Yes,0.123,0.038,23.8
Meerut,Uttar Pradesh,31.785544,73.883916,1575,1820.19,2,3.9,No,0.574,0.766,26.5
Rajkot,Gujarat,29.468365,87.480187,2772,2508.77,3,3.4,No,0.87,0.174,24.1
Kalyan,Maharashtra,12.158765,79.939588,1744,2749.38,1,8.2,No,0.56,0.571,22.8
Vasai-Virar,Maharashtra,31.494245,90.019801,1809,3862.43,4,8.3,Yes,0.889,0.44,22.9
Varanasi,Uttar Pradesh,33.831575,84.501591,2089,2284.57,1,0.5,No,0.313,0.708,30.2
Srinagar,Jammu & Kashmir,14.894376,76.076337,1994,3754.52,5,0.2,No,0.741,0.61,14.7
Aurangabad,Maharashtra,31.654641,81.838132,314,4375.46,5,6.7,No,0.654,0.553,18.2
Dhanbad,Jharkhand,34.742096,94.475696,442,4755.65,2,7.3,Yes,0.803,0.374,39.9
Mumbai,Maharashtra,26.298247,80.504703,771,2854.16,2,9.3,Yes,0.46,0.931,28.5
Delhi,Delhi,24.471694,93.376105,1215,3603.08,3,3.5,No,0.746,0.918,44.4
Bangalore,Karnataka,15.604381,70.952192,480,3026.5,2,3.8,Yes,0.604,0.67,17.3
Hyderabad,Telangana,36.668603,73.630994,760,2729.79,4,6.6,Yes,0.615,0.718,28.2
Ahmedabad,Gujarat,28.077629,74.164324,1354,2393.98,4,7.7,Yes,0.495,0.97,12.2
Chennai,Tamil Nadu,9.820501,69.781519,1029,3347.2,1,7.4,Yes,0.117,0.128,29
Kolkata,West Bengal,21.264003,94.67831,2007,3027.56,4,1,No,0.843,0.674,14
Pune,Maharashtra,34.26838,93.328174,2866,2243.82,4,2,No,0.797,0.302,37.3
Jaipur,Rajasthan,22.775288,76.968702,479,590.15,3,8.1,Yes,0.16,0.128,30.1
Surat,Gujarat,23.725245,89.200833,544,1269.75,2,7.2,Yes,0.62,0.06,37.5
Lucknow,Uttar Pradesh,34.000974,96.475005,920,3867.74,3,7.9,Yes,0.67,0.632,15.9
Kanpur,Uttar Pradesh,30.343279,88.274518,1290,4945.85,5,7.2,Yes,0.378,0.139,43.9
Nagpur,Maharashtra,8.938605,69.56365,1457,4576.38,5,2.3,Yes,0.026,0.043,15.3
Visakhapatnam,Andhra Pradesh,34.34795,84.635336,2492,2064.66,5,5.7,No,0.691,0.67,32.1
Bhopal,Madhya Pradesh,27.715235,86.374932,1247,3525.1,5,8,Yes,0.276,0.679,31.7
Patna,Bihar,13.919527,96.289454,737,3374.4,4,7.8,No,0.035,0.903,19.8
Vadodara,Gujarat,26.273645,86.306716,1584,4340.88,2,7.1,Yes,0.304,0.845,35.2
Ghaziabad,Uttar Pradesh,24.410077,79.418664,1987,1244.96,2,3.2,No,0.51,0.903,23.4
Ludhiana,Punjab,20.072782,95.559932,2985,3737.73,4,1.3,No,0.695,0.375,33.8
Agra,Uttar Pradesh,34.295211,96.892295,1698,2297.36,4,6.1,No,0.942,0.822,42.8
Nashik,Maharashtra,24.893861,68.389881,2,2108.53,4,1.5,Yes,0.706,0.738,14
Faridabad,Haryana,24.650399,71.016142,1842,3614.18,4,7.7,Yes,0.342,0.447,27.3
Meerut,Uttar Pradesh,11.195937,89.002859,2754,3996.83,3,6.1,Yes,0.793,0.883,17
Rajkot,Gujarat,15.040411,68.923847,2563,3135.13,1,1.3,Yes,0.932,0.256,27.9
Kalyan,Maharashtra,10.426033,88.771381,102,1579.37,5,6.9,No,0.128,0.713,16.7
Vasai-Virar,Maharashtra,33.875288,69.614988,1483,1358.84,3,7.2,No,0.54,0.792,32.8
Varanasi,Uttar Pradesh,9.541982,90.014725,1010,671.99,4,8,Yes,0.971,0.525,23.6
Srinagar,Jammu & Kashmir,12.581967,80.995772,884,1410.43,2,9.7,No,0.132,0.293,38
Aurangabad,Maharashtra,12.472867,88.57765,104,570.9,1,9.3,Yes,0.944,0.519,18.6
Dhanbad,Jharkhand,31.456778,95.345824,2773,4039.12,2,4.4,No,0.296,0.026,18.3
Mumbai,Maharashtra,10.798112,92.238138,1556,1164.01,2,7.5,No,0.266,0.712,21.2
Delhi,Delhi,18.764511,93.989549,2885,1647.1,1,4.7,No,0.509,0.59,29.9
Bangalore,Karnataka,11.37655,68.480989,621,2165.58,4,6.6,No,0.916,0.343,15.3
Hyderabad,Telangana,14.572377,78.409508,923,2339.54,5,8.3,No,0.747,0.398,44.9
Ahmedabad,Gujarat,12.545441,69.081395,888,2697.52,1,5.5,Yes,0.513,0.118,38.3
Chennai,Tamil Nadu,15.428937,76.702725,2543,1494.79,5,1.2,No,0.519,0.301,32.9
Kolkata,West Bengal,30.946972,72.497586,1720,2973.78,4,5.8,No,0.119,0.158,30.4
Pune,Maharashtra,20.896668,84.429233,599,4448.16,4,7.2,No,0.705,0.549,36.8
Jaipur,Rajasthan,19.450501,72.841925,736,941.26,5,7,No,0.055,0.909,35.4
Surat,Gujarat,25.466493,69.407721,1357,1988.87,4,4.7,Yes,0.234,0.217,19.4
Lucknow,Uttar Pradesh,27.872196,85.786861,473,4031.93,4,0.3,No,0.27,0.596,38
Kanpur,Uttar Pradesh,22.487576,69.376246,1607,3458.87,2,8.7,Yes,0.912,0.009,44
Nagpur,Maharashtra,26.825755,83.443137,1848,2893.68,3,7.2,No,0.587,0.453,17.9
Visakhapatnam,Andhra Pradesh,27.044511,84.558967,1470,4113.92,3,5.8,Yes,0.915,0.692,25.7
Bhopal,Madhya Pradesh,15.883702,74.103567,1908,3700.68,1,6.9,No,0.941,0.809,22.6
Patna,Bihar,32.876215,95.468285,482,2301.16,5,3.9,Yes,0.367,0.502,17
Vadodara,Gujarat,33.139926,90.868227,1892,1518.55,5,3.7,No,0.34,0.586,32.6
Ghaziabad,Uttar Pradesh,19.054679,92.645007,1669,3200.49,1,8.5,Yes,0.203,0.508,20.8
Ludhiana,Punjab,29.817714,87.614255,522,2345.51,3,1,No,0.738,0.814,13.9
Agra,Uttar Pradesh,33.233251,86.656072,1847,4238.39,3,3.6,No,0.342,0.398,39.5
Nashik,Maharashtra,15.336707,72.655518,1615,3509.2,4,1.2,No,0.575,0.878,22.8
Faridabad,Haryana,16.709289,82.368264,812,855.89,4,8.7,No,0.64,0.1,40.8
Meerut,Uttar Pradesh,16.607503,94.878422,1589,3922.52,3,7.8,No,0.231,0.197,30.8
Rajkot,Gujarat,9.417545,88.530738,588,1300.06,4,8.1,No,0.501,0.197,39.9
Kalyan,Maharashtra,25.314564,87.082199,1754,4019.72,1,2.3,Yes,0.532,0.327,36.6
Vasai-Virar,Maharashtra,10.32847,95.31417,31,4428.76,1,2.5,Yes,0.929,0.324,11.3
Varanasi,Uttar Pradesh,13.27526,74.41775,1926,1196.62,1,2,Yes,0.225,0.031,35.2
Srinagar,Jammu & Kashmir,14.832571,90.513745,882,3560.75,2,7.4,No,0.638,0.573,12.7
Aurangabad,Maharashtra,29.946483,86.700198,2801,3954.18,5,3.1,Yes,0.761,0.8,22
Dhanbad,Jharkhand,21.088322,75.588907,2116,2610.61,2,3,No,0.239,0.722,27.5
Mumbai,Maharashtra,36.676654,87.31857,2354,1246.41,4,7,Yes,0.177,0.725,23.6
Delhi,Delhi,18.443233,92.670387,1097,1754.48,5,0.8,No,0.129,0.278,29.7
Bangalore,Karnataka,33.162195,85.364891,2585,822.25,1,3.7,No,0.348,0.695,23.4
Hyderabad,Telangana,16.759868,93.991343,2041,4466.75,5,6.8,No,0.276,0.085,16.4
Ahmedabad,Gujarat,30.065745,68.122637,2584,2699.55,4,6.9,No,0.095,0.913,40.9
Chennai,Tamil Nadu,16.188881,74.063529,1195,646.67,1,2,Yes,0.436,0.347,42.5
Kolkata,West Bengal,34.226056,74.139476,2963,4007.58,2,1.8,Yes,0.734,0.947,31.4
Pune,Maharashtra,8.126815,71.972588,2741,3815.89,1,3.9,Yes,0.652,0.8,22.4
Jaipur,Rajasthan,23.622985,86.524053,1404,3140.28,3,0.3,No,0.695,0.525,22.7
Surat,Gujarat,34.452346,92.618624,2486,3236.27,3,8.7,No,0.513,0.052,40.8
Lucknow,Uttar Pradesh,28.589182,91.323965,2210,1404.56,5,9.9,Yes,0.496,0.631,20.8
Kanpur,Uttar Pradesh,26.199528,83.284161,1916,1999.04,1,6.1,Yes,0.361,0.258,14.9
Nagpur,Maharashtra,35.314165,80.656733,2470,806.08,1,5.4,No,0.156,0.651,27.2
Visakhapatnam,Andhra Pradesh,33.525378,94.95178,2638,2016.48,1,0.1,No,0.088,0.082,35.6
Bhopal,Madhya Pradesh,29.587001,90.446702,85,2320.41,1,1.6,No,0.985,0.483,39.2
Patna,Bihar,22.700373,94.371786,1192,3052.94,3,6.5,Yes,0.137,0.726,20.7
Vadodara,Gujarat,25.482953,93.221454,2353,4702.85,1,3.7,Yes,0.361,0.699,20.8
Ghaziabad,Uttar Pradesh,22.523968,90.373221,1392,1492.53,1,3.6,No,0.97,0.481,33.2
Ludhiana,Punjab,22.62865,86.369305,2631,2063.08,2,4.1,Yes,0.126,0.516,38.5
Agra,Uttar Pradesh,17.079502,75.608099,1600,3804.76,4,4.2,Yes,0.547,0.8,16
Nashik,Maharashtra,32.065234,81.566671,372,2439.59,5,5.3,No,0.254,0.652,37.4
Faridabad,Haryana,28.422216,85.966145,1317,4375.56,2,1.2,Yes,0.225,0.122,12.6
Meerut,Uttar Pradesh,16.426762,90.964146,2821,3975.14,2,0.8,No,0.343,0.632,10.6
Rajkot,Gujarat,18.100291,76.95675,1564,4977.25,4,7,No,0.465,0.067,42.8
Kalyan,Maharashtra,31.87254,96.618603,1688,615.69,2,9.5,No,0.895,0.92,44.6
Vasai-Virar,Maharashtra,35.869149,96.883293,2779,594.47,4,2.4,No,0.876,0.542,31.5
Varanasi,Uttar Pradesh,13.53874,74.251721,2335,3591.78,5,0.7,No,0.736,0.946,35.5
Srinagar,Jammu & Kashmir,13.216737,82.570096,111,2685.1,5,4.6,No,0.994,0.876,20.4
Aurangabad,Maharashtra,19.644187,81.660715,2310,906.62,2,5.3,Yes,0.746,0.234,11.5
Dhanbad,Jharkhand,10.107167,69.414801,2742,4935.05,3,2.8,Yes,0.628,0.134,34.7
Mumbai,Maharashtra,33.30057,88.906927,1843,2109.49,3,6.9,Yes,0.511,0.375,15.6
Delhi,Delhi,36.71588,83.314518,1335,3428.7,4,0.5,No,0.064,0.21,11.5
Bangalore,Karnataka,12.966222,81.045468,2911,2695.57,5,3.9,No,0.289,0.57,14
Hyderabad,Telangana,10.576929,70.775669,2151,2799.17,1,4.6,No,0.825,0.9,18.6
Ahmedabad,Gujarat,22.505052,94.66817,720,3595.77,1,6.6,Yes,0.15,0.398,10.2
Chennai,Tamil Nadu,9.429421,85.723614,2113,3820.84,3,5,No,0.747,0.439,34.9
Kolkata,West Bengal,17.815703,80.660276,154,4901.65,2,9.2,Yes,0.2,0.875,14.4
Pune,Maharashtra,33.555732,73.283393,1137,4055.45,1,9.1,No,0.805,0.179,28.5
Jaipur,Rajasthan,12.093102,86.564595,1809,3941.01,1,0.9,Yes,0.463,0.543,31.7
Surat,Gujarat,14.806493,79.603686,146,4349.91,2,2.7,No,0.125,0.692,36.6
Lucknow,Uttar Pradesh,27.152598,77.743124,1884,3182.29,1,3.9,Yes,0.884,0.349,11.2
Kanpur,Uttar Pradesh,15.840599,90.527607,756,3808.38,4,9,Yes,0.455,0.234,41.7
Nagpur,Maharashtra,29.543233,89.348617,2361,550.11,5,4.6,Yes,0.084,0.797,41.1
Visakhapatnam,Andhra Pradesh,16.874437,93.130251,1311,1296.93,5,8.5,No,0.653,0.52,20.3
Bhopal,Madhya Pradesh,25.326462,93.970617,736,3953.34,5,6.3,No,0.108,0.746,21.4
Patna,Bihar,15.714173,68.691482,612,756.59,4,7.6,Yes,0.094,0.939,28.6
Vadodara,Gujarat,18.242818,69.512115,1836,4995.59,4,9.7,Yes,0.844,0.877,17
Ghaziabad,Uttar Pradesh,34.15284,68.470455,175,4022.62,4,2.8,Yes,0.268,0.735,32.3
Ludhiana,Punjab,8.431102,95.773998,2321,4182.58,5,2.1,Yes,0.993,0.255,38.6
Agra,Uttar Pradesh,18.00553,73.787456,804,4993.51,2,5,No,0.488,0.57,24.5
Nashik,Maharashtra,26.162933,96.829682,2396,4922.56,4,1.7,No,0.173,0.201,37.1
Faridabad,Haryana,25.768985,80.860438,1811,4008.72,3,7.9,No,0.826,0.229,43.1
Meerut,Uttar Pradesh,14.250487,95.781037,122,2977.67,3,2.5,No,0.355,0.899,38
Rajkot,Gujarat,8.734088,83.835838,2886,4761.7,1,9.7,No,0.563,0.573,25.9
Kalyan,Maharashtra,9.809159,93.581445,2338,4661.37,5,1.7,No,0.415,0.824,44
Vasai-Virar,Maharashtra,22.073075,87.596837,1459,3819.27,4,2.4,No,0.736,0.859,25.8
Varanasi,Uttar Pradesh,31.428631,85.352383,1897,4452.64,2,9.8,No,0.054,0.713,28
Srinagar,Jammu & Kashmir,15.576459,87.522523,944,4702.27,5,7.1,No,0.162,0.17,20.7
Aurangabad,Maharashtra,19.127356,84.599234,2033,3014.29,2,9.4,Yes,0.185,0.488,34.2
Dhanbad,Jharkhand,21.939939,72.78552,1308,2498.82,4,0.2,No,0.607,0.1,36.5
Mumbai,Maharashtra,22.958099,80.264386,2244,4661.57,2,8.7,Yes,0.917,0.67,35.9
Delhi,Delhi,17.63634,77.920221,2609,1319.59,4,4.8,Yes,0.072,0.903,35.5
Bangalore,Karnataka,28.620028,68.154129,114,1356.6,2,8.8,Yes,0.544,0.95,41.9
Hyderabad,Telangana,15.310196,81.378138,1881,4338.08,2,6.7,No,0.823,0.439,28.6
Ahmedabad,Gujarat,21.464934,78.408221,2713,4185.76,1,4.2,Yes,0.036,0.178,42.8
Chennai,Tamil Nadu,28.381196,84.333722,1172,1458.99,1,1.4,Yes,0.37,0.983,26.8
Kolkata,West Bengal,17.532607,69.050762,2146,912.33,4,5.6,No,0.533,0.106,29.8
Pune,Maharashtra,14.874631,75.502814,2191,3231.76,2,2.1,Yes,0.273,0.076,35.7
Jaipur,Rajasthan,16.769622,76.892353,2333,657.75,2,8.2,No,0.118,0.468,16.3
Surat,Gujarat,34.89167,77.735138,592,3493.83,3,8.4,No,0.678,0.6,34
Lucknow,Uttar Pradesh,29.952573,73.571961,1210,3278.91,5,1.1,No,0.877,0.038,25.8
Kanpur,Uttar Pradesh,32.302426,92.213441,2778,4198.47,3,8.9,Yes,0.233,0.139,28.5
Nagpur,Maharashtra,17.780063,91.059025,2204,849.34,4,5.1,No,0.122,0.309,16.2
Visakhapatnam,Andhra Pradesh,24.928258,76.771835,1710,4888.38,1,6.1,No,0.947,0.971,15.8
Bhopal,Madhya Pradesh,9.727708,76.727882,1423,3844.86,2,4.4,Yes,0.238,0.59,42
Patna,Bihar,8.575632,94.935438,1592,1155.26,3,4.7,No,0.371,0.485,14.7
Vadodara,Gujarat,29.564756,82.065337,1190,1560.96,2,1.6,No,0.797,0.024,34.7
Ghaziabad,Uttar Pradesh,9.602566,95.154677,1174,4247.19,5,5.8,Yes,0.016,0.772,34.1
Ludhiana,Punjab,13.224707,81.062457,2344,1192.13,3,5.1,Yes,0.157,0.612,25.8
Agra,Uttar Pradesh,34.922496,91.755098,2221,649.9,5,1.2,No,0.913,0.937,38.4
Nashik,Maharashtra,13.830181,85.944471,2942,4167.08,3,8.3,No,0.623,0.201,12.6
Faridabad,Haryana,23.565936,76.82856,41,2531.42,3,2.3,No,0.188,0.898,21.6
Meerut,Uttar Pradesh,22.352075,69.989699,1663,4477.28,5,0.6,No,0.633,0.547,30.1
Rajkot,Gujarat,12.519048,75.786952,1735,2051.05,1,2.4,No,0.277,0.936,10.9
Kalyan,Maharashtra,10.321515,88.167743,101,1723.86,5,3.2,Yes,0.842,0.011,34.7
Vasai-Virar,Maharashtra,18.563272,93.583938,1274,4549.88,4,4.2,Yes,0.431,0.057,14.9
Varanasi,Uttar Pradesh,19.978731,68.116993,2069,2509.77,3,3.5,No,0.266,0.1,29.9
Srinagar,Jammu & Kashmir,11.43378,94.522437,739,3263.2,5,9,Yes,0.515,0.228,44.5
Aurangabad,Maharashtra,34.677436,70.991158,603,1094.79,3,9,Yes,0.228,0.435,20
Dhanbad,Jharkhand,36.898283,91.281366,2614,2889.87,4,1.2,No,0.421,0.368,16.2
